data_type,display_in_jbrowse,show_feature_label,label,comment,assayed_gene_product,background,alleles,mutant(s),conditions,growth_phase_or_response,strand,assay_type,first_author,publication_year,pmed_id,DB,study_id,sample_id,short_description,data_file_type,source_url
Chromatin binding,yes,yes,Dcr1 chromatin binding sites clr4delta during vegetative growth; repeat 1 - Woolcock et al. (2011),,dcr1,,mutant,clr4delta,,vegetative growth,,DamID,Woolcock,2011,21151114,GEO,Woolcock_2011_PMID_21151114,GSM600394,,bigWig,https://www.pombase.org/external_datasets/Woolcock_2011_PMID_21151114/GSE24360_expr_M_CorV2_21.bw
Chromatin binding,yes,yes,Dcr1 chromatin binding sites in clr4delta during vegetative growth; repeat 2 - Woolcock et al. (2011),,dcr1,,mutant,clr4delta,,vegetative growth,,DamID,Woolcock,2011,21151114,GEO,Woolcock_2011_PMID_21151114,GSM600396,,bigWig,https://www.pombase.org/external_datasets/Woolcock_2011_PMID_21151114/GSE24360_expr_M_CorV2_23.bw
Chromatin binding,yes,yes,Dcr1 chromatin binding sites in clr4delta during vegetative growth; repeat 3 - Woolcock et al. (2011),,dcr1,,mutant,clr4delta,,vegetative growth,,DamID,Woolcock,2011,21151114,GEO,Woolcock_2011_PMID_21151114,GSM600399,,bigWig,https://www.pombase.org/external_datasets/Woolcock_2011_PMID_21151114/GSE24360_expr_M_CorV2_26.bw
Chromatin binding,yes,yes,Dcr1 chromatin binding sites during vegetative growth; repeat 1 - Woolcock et al. (2011),,dcr1,,WT,not applicable,,vegetative growth,,DamID,Woolcock,2011,21151114,GEO,Woolcock_2011_PMID_21151114,GSM600385,,bigWig,https://www.pombase.org/external_datasets/Woolcock_2011_PMID_21151114/GSE24360_expr_M_CorV2_12.bw
Chromatin binding,yes,yes,Dcr1 chromatin binding sites during vegetative growth; repeat 2 - Woolcock et al. (2011),,dcr1,,WT,not applicable,,vegetative growth,,DamID,Woolcock,2011,21151114,GEO,Woolcock_2011_PMID_21151114,GSM600388,,bigWig,https://www.pombase.org/external_datasets/Woolcock_2011_PMID_21151114/GSE24360_expr_M_CorV2_15.bw
Chromatin binding,yes,yes,Dcr1 chromatin binding sites during vegetative growth; repeat 3 - Woolcock et al. (2011),,dcr1,,WT,not applicable,,vegetative growth,,DamID,Woolcock,2011,21151114,GEO,Woolcock_2011_PMID_21151114,GSM600391,,bigWig,https://www.pombase.org/external_datasets/Woolcock_2011_PMID_21151114/GSE24360_expr_M_CorV2_18.bw
Chromatin binding,yes,yes,Rdp1 chromatin binding sites in clr4delta during vegetative growth; repeat 1 - Woolcock et al. (2011),,rdp1,,mutant,clr4delta,,vegetative growth,,DamID,Woolcock,2011,21151114,GEO,Woolcock_2011_PMID_21151114,GSM600398,,bigWig,https://www.pombase.org/external_datasets/Woolcock_2011_PMID_21151114/GSE24360_expr_M_CorV2_25.bw
Chromatin binding,yes,yes,Rdp1 chromatin binding sites in clr4delta during vegetative growth; repeat 2 - Woolcock et al. (2011),,rdp1,,mutant,clr4delta,,vegetative growth,,DamID,Woolcock,2011,21151114,GEO,Woolcock_2011_PMID_21151114,GSM600401,,bigWig,https://www.pombase.org/external_datasets/Woolcock_2011_PMID_21151114/GSE24360_expr_M_CorV2_28.bw
Chromatin binding,yes,yes,Rdp1 chromatin binding sites in clr4delta during vegetative growth; repeat 3 - Woolcock et al. (2011),,rdp1,,mutant,clr4delta,,vegetative growth,,DamID,Woolcock,2011,21151114,GEO,Woolcock_2011_PMID_21151114,GSM600402,,bigWig,https://www.pombase.org/external_datasets/Woolcock_2011_PMID_21151114/GSE24360_expr_M_CorV2_29.bw
Chromatin binding,yes,yes,Rdp1 chromatin binding sites during vegetative growth; repeat 1 - Woolcock et al. (2011),,rdp1,,WT,not applicable,,vegetative growth,,DamID,Woolcock,2011,21151114,GEO,Woolcock_2011_PMID_21151114,GSM600387,,bigWig,https://www.pombase.org/external_datasets/Woolcock_2011_PMID_21151114/GSE24360_expr_M_CorV2_14.bw
Chromatin binding,yes,yes,Rdp1 chromatin binding sites during vegetative growth; repeat 2 - Woolcock et al. (2011),,rdp1,,WT,not applicable,,vegetative growth,,DamID,Woolcock,2011,21151114,GEO,Woolcock_2011_PMID_21151114,GSM600390,,bigWig,https://www.pombase.org/external_datasets/Woolcock_2011_PMID_21151114/GSE24360_expr_M_CorV2_17.bw
Chromatin binding,yes,yes,Rdp1 chromatin binding sites during vegetative growth; repeat 3 - Woolcock et al. (2011),,rdp1,,WT,not applicable,,vegetative growth,,DamID,Woolcock,2011,21151114,GEO,Woolcock_2011_PMID_21151114,GSM600393,,bigWig,https://www.pombase.org/external_datasets/Woolcock_2011_PMID_21151114/GSE24360_expr_M_CorV2_20.bw
Chromatin binding,yes,yes,Swi6 chromatin binding sites in clr4delta during vegetative growth; repeat 1 - Woolcock et al. (2011),,swi6,,mutant,clr4delta,,vegetative growth,,DamID,Woolcock,2011,21151114,GEO,Woolcock_2011_PMID_21151114,GSM600375,,bigWig,https://www.pombase.org/external_datasets/Woolcock_2011_PMID_21151114/GSE24360_expr_M_CorV2_02.bw
Chromatin binding,yes,yes,Swi6 chromatin binding sites in clr4delta during vegetative growth; repeat 2 - Woolcock et al. (2011),,swi6,,mutant,clr4delta,,vegetative growth,,DamID,Woolcock,2011,21151114,GEO,Woolcock_2011_PMID_21151114,GSM600378  ,,bigWig,https://www.pombase.org/external_datasets/Woolcock_2011_PMID_21151114/GSE24360_expr_M_CorV2_05.bw
Chromatin binding,yes,yes,Swi6 chromatin binding sites in clr4delta during vegetative growth; repeat 3 - Woolcock et al. (2011),,swi6,,mutant,clr4delta,,vegetative growth,,DamID,Woolcock,2011,21151114,GEO,Woolcock_2011_PMID_21151114,GSM600381,,bigWig,https://www.pombase.org/external_datasets/Woolcock_2011_PMID_21151114/GSE24360_expr_M_CorV2_08.bw
Chromatin binding,yes,yes,Swi6 chromatin binding sites in dcr1delta during vegetative growth; repeat 2 - Woolcock et al. (2011),,swi6,,mutant,dcr1delta,,vegetative growth,,DamID,Woolcock,2011,21151114,GEO,Woolcock_2011_PMID_21151114,GSM600384,,bigWig,https://www.pombase.org/external_datasets/Woolcock_2011_PMID_21151114/GSE24360_expr_M_CorV2_11.bw
Chromatin binding,yes,yes,Swi6 chromatin binding sites in dcr1delta during vegetative growth; repeat 1 - Woolcock et al. (2011),,swi6,,mutant,dcr1delta,,vegetative growth,,DamID,Woolcock,2011,21151114,GEO,Woolcock_2011_PMID_21151114,GSM600383,,bigWig,https://www.pombase.org/external_datasets/Woolcock_2011_PMID_21151114/GSE24360_expr_M_CorV2_10.bw
Chromatin binding,yes,yes,Swi6 chromatin binding sites during vegetative growth; (control channel:clr4delta) repeat 1 - Woolcock et al. (2011),,swi6,,WT,not applicable,,vegetative growth,,DamID,Woolcock,2011,21151114,GEO,Woolcock_2011_PMID_21151114,GSM600376,,bigWig,https://www.pombase.org/external_datasets/Woolcock_2011_PMID_21151114/GSE24360_expr_M_CorV2_03.bw
Chromatin binding,yes,yes,Swi6 chromatin binding sites during vegetative growth; (control channel: clr4delta) repeat 2 - Woolcock et al. (2011),,swi6,,WT,not applicable,,vegetative growth,,DamID,Woolcock,2011,21151114,GEO,Woolcock_2011_PMID_21151114,GSM600379,,bigWig,https://www.pombase.org/external_datasets/Woolcock_2011_PMID_21151114/GSE24360_expr_M_CorV2_06.bw
Chromatin binding,yes,yes,Swi6 chromatin binding sites during vegetative growth; (control channel: clr4delta) repeat 3 - Woolcock et al. (2011),,swi6,,WT,not applicable,,vegetative growth,,DamID,Woolcock,2011,21151114,GEO,Woolcock_2011_PMID_21151114,GSM600382,,bigWig,https://www.pombase.org/external_datasets/Woolcock_2011_PMID_21151114/GSE24360_expr_M_CorV2_09.bw
Chromatin binding,yes,yes,Swi6 chromatin binding sites during vegetative growth; (control channel: dam only) repeat 1 - Woolcock et al. (2011),,swi6,,WT,not applicable,,vegetative growth,,DamID,Woolcock,2011,21151114,GEO,Woolcock_2011_PMID_21151114,GSM600374,,bigWig,https://www.pombase.org/external_datasets/Woolcock_2011_PMID_21151114/GSE24360_expr_M_CorV2_01.bw
Chromatin binding,yes,yes,Swi6 chromatin binding sites during vegetative growth; (control channel: dam only) repeat 2 - Woolcock et al. (2011),,swi6,,WT,not applicable,,vegetative growth,,DamID,Woolcock,2011,21151114,GEO,Woolcock_2011_PMID_21151114,GSM600377,,bigWig,https://www.pombase.org/external_datasets/Woolcock_2011_PMID_21151114/GSE24360_expr_M_CorV2_04.bw
Chromatin binding,yes,yes,Swi6 chromatin binding sites during vegetative growth; (control channel: dam only) repeat 3 - Woolcock et al. (2011),,swi6,,WT,not applicable,,vegetative growth,,DamID,Woolcock,2011,21151114,GEO,Woolcock_2011_PMID_21151114,GSM600380,,bigWig,https://www.pombase.org/external_datasets/Woolcock_2011_PMID_21151114/GSE24360_expr_M_CorV2_07.bw
Intron-related,yes,no,Intron Branch Points - Bitton et al. (2014),,,,WT,not applicable,,vegetative growth,,RNA-Seq,Bitton,2014,24709818,,not available,,,bed,https://www.pombase.org/external_datasets/Bitton_2014_PMID_24709818_intron_branch_point/BranchPoint_v2.bed.gz
Nucleosome positioning,yes,yes,Nucleosome positioning at meiosis 0h - Soriano et al. (2013),,,h-/h-  pat1-114,WT,not applicable,"nitrogen starvation, high temperature",meiosis,,Single-end sequencing,Soriano,2013,24256300,GEO,Soriano_2013_PMID_24256300,GSM1024000,,bigWig,https://www.pombase.org/external_datasets/Soriano_2013_PMID_24256300/GSM1024000_MN_Mei0h.bw
Nucleosome positioning,yes,yes,Nucleosome positioning at meiosis 3h - Soriano et al. (2013),,,h-/h-  pat1-114,WT,not applicable,"nitrogen starvation, high temperature",meiosis,,Single-end sequencing,Soriano,2013,24256300,GEO,Soriano_2013_PMID_24256300,GSM1024001,,bigWig,https://www.pombase.org/external_datasets/Soriano_2013_PMID_24256300/GSM1024001_MN_Mei3h.bw
Nucleosome positioning,yes,yes,Nucleosome positioning at meiosis 5h - Soriano et al. (2013),,,h-/h-  pat1-114,WT,not applicable,"nitrogen starvation, high temperature",meiosis,,Single-end sequencing,Soriano,2013,24256300,GEO,Soriano_2013_PMID_24256300,GSM1024002,,bigWig,https://www.pombase.org/external_datasets/Soriano_2013_PMID_24256300/GSM1024002_MN_Mei5h.bw
Nucleosome positioning,yes,yes,Nucleosome positioning during vegetative growth - Soriano et al. (2013),,,h-/h-  pat1-114,WT,not applicable,"minimal medium, standard temperature",vegetative growth,,Single-end sequencing,Soriano,2013,24256300,GEO,Soriano_2013_PMID_24256300,GSM1024004,,bigWig,https://www.pombase.org/external_datasets/Soriano_2013_PMID_24256300/GSM1024004_MN_Mit_pat1.114.bw
Nucleosome positioning,yes,yes,Nucleosome positioning in atf1delta during vegetative growth - Soriano et al. (2013),,,h+,mutant,atf1delta,,vegetative growth,,tiling micro arrays,Soriano,2013,24256300,GEO,Soriano_2013_PMID_24256300,GSM1023947,,bigWig,https://www.pombase.org/external_datasets/Soriano_2013_PMID_24256300/GSM1023947_MN_atf1D.bw
Nucleosome positioning,yes,yes,Nucleosome positioning in pcr1delta during vegetative growth - Soriano et al. (2013),,,h+,mutant,pcr1delta,,vegetative growth,,tiling micro arrays,Soriano,2013,24256300,GEO,Soriano_2013_PMID_24256300,GSM1023948,,bigWig,https://www.pombase.org/external_datasets/Soriano_2013_PMID_24256300/GSM1023948_MN_pcr1D.bw
Nucleosome positioning,yes,yes,Nucleosome positioning during vegetative growth - Soriano et al. (2013),,,h-,WT,not applicable,,vegetative growth,,Single-end sequencing,Soriano,2013,24256300,GEO,Soriano_2013_PMID_24256300,GSM1023946,,bigWig,https://www.pombase.org/external_datasets/Soriano_2013_PMID_24256300/GSM1023946_MN_Mit.bw
Nucleosome positioning,yes,yes,Nucleosome positioning during vegetative growth - Soriano et al. (2013),,,h-,WT,not applicable,,vegetative growth,,NGS,Soriano,2013,24256300,GEO,Soriano_2013_PMID_24256300,GSM1024003,,bigWig,https://www.pombase.org/external_datasets/Soriano_2013_PMID_24256300/GSM1024003_MN_Mit.bw
Poly(A) sites,yes,yes,Poly(A) sites during vegetative growth (forward strand) - Mata (2013),,,h-,WT,not applicable,,vegetative growth,forward strand,mRNA end sequencing,Mata,2013,23900342,ArrayExpress,E-MTAB-1642,,,bigWig,https://www.pombase.org/external_datasets/Mata_2013_PMID_23900342/polyA_plus.bw
Poly(A) sites,yes,yes,Poly(A) sites during vegetative growth (reverse strand) - Mata (2013),,,h-,WT,not applicable,,vegetative growth,reverse strand,mRNA end sequencing,Mata,2013,23900342,ArrayExpress,E-MTAB-1642,,,bigWig,https://www.pombase.org/external_datasets/Mata_2013_PMID_23900342/polyA_minus.bw
Poly(A) sites,yes,yes,Poly(A) sites during vegetative growth; mapped from stranded data (forward strand) - Schlackow et al. (2013),,,,WT,not applicable,,vegetative growth,forward strand,stranded RNA-Seq,Schlackow,2013,24152550,ArrayExpress,E-MTAB-1154,,,bigWig,https://www.pombase.org/external_datasets/Schlackow_2013_PMID_24152550/Strandspecific_cycling_P.bw
Poly(A) sites,yes,yes,Poly(A) sites during vegetative growth; mapped from stranded data (reverse strand) - Schlackow et al. (2013),,,,WT,not applicable,,vegetative growth,reverse strand,stranded RNA-Seq,Schlackow,2013,24152550,ArrayExpress,E-MTAB-1154,,,bigWig,https://www.pombase.org/external_datasets/Schlackow_2013_PMID_24152550/Strandspecific_cycling_N.bw
Poly(A) sites,yes,yes,"Poly(A) sites across multiple conditions: quiescence 24h & 7d, meiosis, and vegetative growth; mapped from stranded data, and vegetative growth mapped from non-stranded data (forward strand) - Schlackow et al. (2013)",,,,WT,not applicable,,multiple (combined data),forward strand,RNA-Seq,Schlackow,2013,24152550,ArrayExpress,"E-MTAB-1824,E-MTAB-1154,E-MTAB-5",,,bigWig,https://www.pombase.org/external_datasets/Schlackow_2013_PMID_24152550/All_combined_P.bw
Poly(A) sites,yes,yes,"Poly(A) sites across multiple conditions: quiescence 24h & 7d, meiosis, and vegetative growth; mapped from stranded data, and vegetative growth mapped from non-stranded data (reverse strand) - Schlackow et al. (2013)",,,,WT,not applicable,,multiple (combined data),reverse strand,RNA-Seq,Schlackow,2013,24152550,ArrayExpress,"E-MTAB-1824,E-MTAB-1154,E-MTAB-5",,,bigWig,https://www.pombase.org/external_datasets/Schlackow_2013_PMID_24152550/All_combined_N.bw
Poly(A) sites,yes,yes,"Poly(A) sites across multiple conditions: quiescence 24h & 7d, meiosis, and vegetative growth (forward strand) - Schlackow et al. (2013)",,,,WT,not applicable,,multiple (combined data),forward strand,RNA-Seq,Schlackow,2013,24152550,ArrayExpress,"E-MTAB-1824,E-MTAB-1154",,,bigWig,https://www.pombase.org/external_datasets/Schlackow_2013_PMID_24152550/All_strandspecific_combined_P.bw
Poly(A) sites,yes,yes,"Poly(A) sites across multiple conditions: quiescence 24h & 7d, meiosis, and vegetative growth (reverse strand) - Schlackow et al. (2013)",,,,WT,not applicable,,multiple (combined data),reverse strand,RNA-Seq,Schlackow,2013,24152550,ArrayExpress,"E-MTAB-1824,E-MTAB-1154",,,bigWig,https://www.pombase.org/external_datasets/Schlackow_2013_PMID_24152550/All_strandspecific_combined_N.bw
Poly(A) sites,yes,yes,Poly(A) sites during meiosis (forward strand) - Schlackow et al. (2013),,,h+/h+ pat1-114,WT,not applicable,"nitrogen starvation, high temperature",meiosis,forward strand,stranded RNA-Seq,Schlackow,2013,24152550,ArrayExpress,E-MTAB-1824,,,bigWig,https://www.pombase.org/external_datasets/Schlackow_2013_PMID_24152550/meiosis_arrested_P.bw
Poly(A) sites,yes,yes,Poly(A) sites during meiosis (reverse strand) - Schlackow et al. (2013),,,h+/h+ pat1-114,WT,not applicable,"nitrogen starvation, high temperature",meiosis,reverse strand,stranded RNA-Seq,Schlackow,2013,24152550,ArrayExpress,E-MTAB-1824,,,bigWig,https://www.pombase.org/external_datasets/Schlackow_2013_PMID_24152550/meiosis_arrested_N.bw
Poly(A) sites,yes,yes,Poly(A) sites during quiescence 24h (forward strand) - Schlackow et al. (2013),,,h-,WT,not applicable,nitrogen starvation,quiescence,forward strand,stranded RNA-Seq,Schlackow,2013,24152550,ArrayExpress,E-MTAB-1154,,,bigWig,https://www.pombase.org/external_datasets/Schlackow_2013_PMID_24152550/quiescence_arrested_24h_nitrogen_depletion_P.bw
Poly(A) sites,yes,yes,Poly(A) sites during quiescence 24h (reverse strand) - Schlackow et al. (2013),,,h-,WT,not applicable,nitrogen starvation,quiescence,reverse strand,stranded RNA-Seq,Schlackow,2013,24152550,ArrayExpress,E-MTAB-1154,,,bigWig,https://www.pombase.org/external_datasets/Schlackow_2013_PMID_24152550/quiescence_arrested_24h_nitrogen_depletion_N.bw
Poly(A) sites,yes,yes,Poly(A) sites during quiescence 7d (forward strand) - Schlackow et al. (2013),,,h-,WT,not applicable,nitrogen starvation,quiescence,forward strand,stranded RNA-Seq,Schlackow,2013,24152550,ArrayExpress,E-MTAB-1824,,,bigWig,https://www.pombase.org/external_datasets/Schlackow_2013_PMID_24152550/quiescence_arreseted_7days_nitrogen_depletion_P.bw
Poly(A) sites,yes,yes,Poly(A) sites during quiescence 7d (reverse strand) - Schlackow et al. (2013),,,h-,WT,not applicable,nitrogen starvation,quiescence,reverse strand,stranded RNA-Seq,Schlackow,2013,24152550,ArrayExpress,E-MTAB-1824,,,bigWig,https://www.pombase.org/external_datasets/Schlackow_2013_PMID_24152550/quiescence_arreseted_7days_nitrogen_depletion_N.bw
Poly(A) sites,yes,yes,Poly(A) sites during vegetative growth; mapped from non-stranded data (forward strand) - Schlackow et al. (2013),,,h-,WT,not applicable,,vegetative growth,forward strand,non-stranded RNA-Seq,Schlackow,2013,24152550,ArrayExpress,E-MTAB-5,,,bigWig,https://www.pombase.org/external_datasets/Schlackow_2013_PMID_24152550/Nonstrandspecific_cycling_P.bw
Poly(A) sites,yes,yes,Poly(A) sites during vegetative growth; mapped from non-stranded data (reverse strand) - Schlackow et al. (2013),,,h-,WT,not applicable,,vegetative growth,reverse strand,non-stranded RNA-Seq,Schlackow,2013,24152550,ArrayExpress,E-MTAB-5,,,bigWig,https://www.pombase.org/external_datasets/Schlackow_2013_PMID_24152550/Nonstrandspecific_cycling_N.bw
Replication origins,yes,yes,Replication origins in cells synchronized by cdc25-ts block/release and hydroxyurea arrest - Xu et al. (2012),,,cdc25-22,WT,not applicable,hydroxyurea,vegetative growth,,HT sequencing,Xu,2012,22531001,,not available,,,bigWig,https://www.pombase.org/external_datasets/Xu_2012_PMID_22531001/NRhind_cdc25-22.bw
Replication origins,yes,yes,Replication origins in dfp1-3A synchronized by elutriation and hydroxyurea arrest - Xu et al. (2012),,,,mutant,dfp1-3A,hydroxyurea,vegetative growth,,HT sequencing,Xu,2012,22531001,,not available,,,bigWig,https://www.pombase.org/external_datasets/Xu_2012_PMID_22531001/NRhind_dfp1-3A.bw
Replication origins,yes,yes,Replication origins in cells synchronized by elutriation and hydroxyurea arrest - Xu et al. (2012),,,,WT,not applicable,hydroxyurea,vegetative growth,,HT sequencing,Xu,2012,22531001,,not available,,,bigWig,https://www.pombase.org/external_datasets/Xu_2012_PMID_22531001/NRhind_WT.bw
Transcripts,yes,yes,Poly(A)+ transcripts during quiescence; repeat 1 - Marguerat et al. (2012),,,h-,WT,not applicable,24h nitrogen starvation,quiescence,,RNA-Seq,Marguerat,2012,23101633,ArrayExpress,E-MTAB-1154,,Grown for 24h in EMM medium without nitrogen source,bigWig,https://www.pombase.org/external_datasets/Marguerat_2012_PMID_23101633/ERS146820.bw
Transcripts,yes,yes,Poly(A)+ transcripts during quiescence; repeat 2 - Marguerat et al. (2012),,,h-,WT,not applicable,24h nitrogen starvation,quiescence,,RNA-Seq,Marguerat,2012,23101633,ArrayExpress,E-MTAB-1154,,Grown for 24h in EMM medium without nitrogen source,bigWig,https://www.pombase.org/external_datasets/Marguerat_2012_PMID_23101633/ERS146822.bw
Transcripts,yes,yes,Poly(A)+ transcripts during vegetative growth; repeat 1  - Marguerat et al. (2012),,,h-,WT,not applicable,glucose MM,vegetative growth,,RNA-Seq,Marguerat,2012,23101633,ArrayExpress,E-MTAB-1154,,Grown in log phase in EMM medium,bigWig,https://www.pombase.org/external_datasets/Marguerat_2012_PMID_23101633/ERS146823.bw
Transcripts,yes,yes,Poly(A)+ transcripts during vegetative growth; repeat 2 - Marguerat et al. (2012),,,h-,WT,not applicable,glucose MM,vegetative growth,,RNA-Seq,Marguerat,2012,23101633,ArrayExpress,E-MTAB-1154,,Grown in log phase in EMM medium,bigWig,https://www.pombase.org/external_datasets/Marguerat_2012_PMID_23101633/ERS146824.bw
Transcripts,yes,yes,Transcripts during vegetative growth; repeat 1 - Marguerat et al. (2012),,,h-,WT,not applicable,glucose MM,vegetative growth,,RNA-Seq,Marguerat,2012,23101633,ArrayExpress,E-MTAB-1154,,Grown in log phase in EMM medium,bigWig,https://www.pombase.org/external_datasets/Marguerat_2012_PMID_23101633/ERS146819.bw
Transcripts,yes,yes,Transcripts during vegetative growth; repeat 2 - Marguerat et al. (2012),,,h-,WT,not applicable,glucose MM,vegetative growth,,RNA-Seq,Marguerat,2012,23101633,ArrayExpress,E-MTAB-1154,,Grown in log phase in EMM medium,bigWig,https://www.pombase.org/external_datasets/Marguerat_2012_PMID_23101633/ERS146821.bw
Transcripts,yes,yes,Transcripts in quiescent cells; repeat 1 - Marguerat et al. (2012),,,h-,WT,not applicable,24h nitrogen starvation,quiescence,,RNA-Seq,Marguerat,2012,23101633,ArrayExpress,E-MTAB-1154,,Grown for 24h in EMM medium without nitrogen source,bigWig,https://www.pombase.org/external_datasets/Marguerat_2012_PMID_23101633/ERS146817.bw
Transcripts,yes,yes,Transcripts in quiescent cells; repeat 2 - Marguerat et al. (2012),,,h-,WT,not applicable,24h nitrogen starvation,quiescence,,RNA-Seq,Marguerat,2012,23101633,ArrayExpress,E-MTAB-1154,,Grown for 24h in EMM medium without nitrogen source,bigWig,https://www.pombase.org/external_datasets/Marguerat_2012_PMID_23101633/ERS146818.bw
Transcripts,no,yes,"Transcripts across multiple conditions: early stationary phase, glucose starvation, heat shock and vegetative growth (forward strand) - Rhind et al. (2011)",,,,WT,not applicable,,,,RNA-Seq,Rhind,2011,21511999,,not available,,,rnaseq,https://www.pombase.org/external_datasets/Rhind_2011_PMID_21511999/Spom_all_61G9EAAXX_and_61G9UAAXX.+.sorted.bam
Transcripts,yes,yes,"Transcripts across multiple conditions: early stationary phase, glucose starvation, heat shock and vegetative growth (forward strand) - Rhind et al. (2011)",,,,WT,not applicable,,multiple (combined data),forward strand,RNA-Seq,Rhind,2011,21511999,,not available,,,bigwig,https://www.pombase.org/external_datasets/Rhind_2011_PMID_21511999/Spom_all_61G9EAAXX_and_61G9UAAXX.+.sorted.bw
Transcripts,no,yes,"Transcripts across multiple conditions: early stationary phase, glucose starvation, heat shock and vegetative growth (reverse strand) - Rhind et al. (2011)",,,,WT,not applicable,,,,RNA-Seq,Rhind,2011,21511999,,not available,,,rnaseq,https://www.pombase.org/external_datasets/Rhind_2011_PMID_21511999/Spom_all_61G9EAAXX_and_61G9UAAXX.-.sorted.bam
Transcripts,yes,yes,"Transcripts across multiple conditions: early stationary phase, glucose starvation, heat shock and vegetative growth (reverse strand) - Rhind et al. (2011)",,,,WT,not applicable,,multiple (combined data),reverse strand,RNA-Seq,Rhind,2011,21511999,,not available,,,bigwig,https://www.pombase.org/external_datasets/Rhind_2011_PMID_21511999/Spom_all_61G9EAAXX_and_61G9UAAXX.-.sorted.bw
Transcripts,no,yes,Transcripts during early stationary phase (forward strand) - Rhind et al. (2011),,,,WT,not applicable,,,,RNA-Seq,Rhind,2011,21511999,,not available,,,rnaseq,https://www.pombase.org/external_datasets/Rhind_2011_PMID_21511999/Spom_plat_61G9EAAXX_and_61G9UAAXX.+.sorted.bam
Transcripts,yes,yes,Transcripts during early stationary phase (forward strand) - Rhind et al. (2011),,,,WT,not applicable,,stationary phase,forward strand,RNA-Seq,Rhind,2011,21511999,,not available,,,bigwig,https://www.pombase.org/external_datasets/Rhind_2011_PMID_21511999/Spom_plat_61G9EAAXX_and_61G9UAAXX.+.sorted.bw
Transcripts,no,yes,Transcripts during early stationary phase (reverse strand) - Rhind et al. (2011),,,,WT,not applicable,,,,RNA-Seq,Rhind,2011,21511999,,not available,,,rnaseq,https://www.pombase.org/external_datasets/Rhind_2011_PMID_21511999/Spom_plat_61G9EAAXX_and_61G9UAAXX.-.sorted.bam
Transcripts,yes,yes,Transcripts during early stationary phase (reverse strand) - Rhind et al. (2011),,,,WT,not applicable,,stationary phase,reverse strand,RNA-Seq,Rhind,2011,21511999,,not available,,,bigwig,https://www.pombase.org/external_datasets/Rhind_2011_PMID_21511999/Spom_plat_61G9EAAXX_and_61G9UAAXX.-.sorted.bw
